Response ID,Date submitted,Last page,Start language,Seed,Ready?,Ready?,Enter the password to continue (Ask US after Playing with the debugger for 15 minutes),Bug 1:     This first bug has to do with how the Fibonacci is defined here. This Fibonacci function uses n+1 and n+2 what leads to a diverging function as the base case is never reached. The solution is to replace n+1 by n-1 and n+2 by n-2.       Did you find the bug?    ,How difficult was it to find the bug? [Debugger],Did you find the bug using the debugger? (Otherwise please specify),Did you find the bug using the debugger? (Otherwise please specify) [Other],Did the debugger help in finding the bug? [Debugger],"Bug 2:     The second bug can be found in the matrix multiply function (tasks/matrix.cpp). Here the sum variable is cleared only every row iteration, while it should be cleared every column as well. The solution is to move the int sum =0 to within the (j &lt; 6) while loop.       Did you find the bug?    ",How difficult was it to find the bug? [Debugger],Did you find the bug using the debugger? (Otherwise please specify),Did you find the bug using the debugger? (Otherwise please specify) [Other],Did the debugger help in finding the bug? [Debugger],"Bug 3:     The last bug is a famous intermittent bug. The UART peripheral is only initialized after the restoration of the memory after a power failure. This means whenever a power failure occurs and case 2 or 3 is true, this UART initialization is skipped. One can solve this by moving the UART setup to someplace before the switch-case.       Did you find the bug?    ",How difficult was it to find the bug? [Debugger],Did you find the bug using the debugger? (Otherwise please specify),Did you find the bug using the debugger? (Otherwise please specify) [Other],Did the debugger help in finding the bug? [Debugger],Enter the password to continue (Ask US after Playing with the debugger for 15 minutes),"Bug 1:  The snippet shows the first bug of the WISP system. The blink_COUNTER variable is misspelt, this creates an infinite loop as blink_C0UNTER is never updated. The solution is to replace the 0 with O.       Did you find the bug?    ",How difficult was it to find the bug? [Debugger],Did you find the bug using the debugger? (Otherwise please specify),Did you find the bug using the debugger? (Otherwise please specify) [Other],Did the debugger help in finding the bug? [Debugger],"Bug 2:  The second bug has to do with the result variable, which is never pointed to any memory. This can be solved by allocating the memory using malloc or by initializing the array at the beginning.       Did you find the bug?    ",How difficult was it to find the bug? [Debugger],Did you find the bug using the debugger? (Otherwise please specify),Did you find the bug using the debugger? (Otherwise please specify) [Other],Did the debugger help in finding the bug? [Debugger],"Bug 3:  The snippet shows bug 3. The initialization of the ADC (setup_adc()) happens after the restoration, although, if restoring after a power failure case 2 or 3 is true, the setup is not executed. This is a very common mistake in Intermittent Computing Systems. The solution is to move the setup_adc() function above the restoration (switch case)       Did you find the bug?    ",How difficult was it to find the bug? [Debugger],Did you find the bug using the debugger? (Otherwise please specify),Did you find the bug using the debugger? (Otherwise please specify) [Other],Did the debugger help in finding the bug? [Debugger],If you would work on the code for battery-free device: would you use this debugger system? [System A],If you would work on the code for battery-free device: would you use this debugger system? [System B],Was the debugging experience with each debugging system close to the one you have? [System A],Was the debugging experience with each debugging system close to the one you have? [System B],How intuitive to use was each of the debugging systems? [System A],How intuitive to use was each of the debugging systems? [System B],How easy to use was each of the debugging systems? [System A],How easy to use was each of the debugging systems? [System B],What are the positive aspects about System B?,What are the negative aspects about System B?,What are the positive aspects about System A?,What are the negative aspects about System A?,What is your age?,You are:,With which programming language you are most comfortable with?,With which programming language you are most comfortable with? [Other],Have you ever used an Integrated Development Environment (IDE) when developing your applications?,Do you prefer to develop your applications using an Integrated Development Environment (IDE)?,How do you assess your embedded systems programming skills? [Expertise],Have you ever used hardware-based debuggers for your embedded project (such as Seggers J-link - see photo below)?   ,"Have you ever used debugging techniques such as breakpoints, watchpoints, memory views, peripheral views, etc. while debugging an embedded system?",What are your most used debugging techniques? [Breakpoints/Watchpoints],What are your most used debugging techniques? [printf()],What are your most used debugging techniques? [Single stepping],What are your most used debugging techniques? [Memory inspection],What are your most used debugging techniques? [Other],Have you heard about battery-free intermittently-powered systems before the start of this study?,Have you ever programmed battery-free/intermittently-powered systems?,According to you: how difficult is the application development for battery-free intermittently-powered systems? [Writing code for Battery-free systems],Total time,Group time: Crash course on intermittently-powered battery-free embedded systems,Question time: Introduction,Group time: Note on the Intermittent Power Supply ,Question time: IntroductionB,Group time: System A Bug Hunt,Question time: A000,Question time: BugA10,Question time: BugA11,Question time: BugA12,Question time: BugA13,Question time: BugA20,Question time: BugA21,Question time: BugA22,Question time: BugA23,Question time: BugA30,Question time: BugA31,Question time: BugA32,Question time: BugA33,Group time: System B Bug Hunt,Question time: B000,Question time: BugB10,Question time: BugB11,Question time: BugB12,Question time: BugB13,Question time: BugB20,Question time: BugB21,Question time: BugB22,Question time: BugB23,Question time: BugB30,Question time: BugB31,Question time: BugB32,Question time: BugB33,Group time: Debugger Systems Assessment,Question time: C1,Question time: C2,Question time: C3,Question time: C4,Question time: C5,Question time: C6,Question time: C7,Question time: C8,Group time: Personal Information,Question time: A12,Question time: A1,Question time: A2,Question time: A3,Question time: A4,Question time: A5,Question time: A6,Question time: A7,Question time: A8,Question time: A9,Question time: A10,Question time: A11
1,,2,en,704032007,Yes,Yes,,N/A,,,,,N/A,,,,,N/A,,,,,,N/A,,,,,N/A,,,,,N/A,,,,,,,,,,,,,,,,,,N/A,,,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,,2,en,54428909,Yes,Yes,,N/A,,,,,N/A,,,,,N/A,,,,,,N/A,,,,,N/A,,,,,N/A,,,,,,,,,,,,,,,,,,N/A,,,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,,2,en,948952438,Yes,Yes,pear,N/A,,,,,N/A,,,,,N/A,,,,,,N/A,,,,,N/A,,,,,N/A,,,,,,,,,,,,,,,,,,N/A,,,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,2022-09-26 12:23:05,6,en,1899562523,Yes,Yes,apple,Yes,Somewhat difficult,Yes,,A little,Yes,Very difficult,Other,the logic of summation,No,No,,,,,pear,No,,,,,Yes,Somewhat difficult,Other,logic and experience with c,No,No,,,,,Yes,No,Similar to what I am used to,Similar to what I am used to,Intuitive,Non-intuitive,Somewhat difficult,Very difficult,"With some more experience, i could imagine that you have more control over the way this debugger works.",it is counterintuitive. the need for flushing especially.,intuitive and commonly used,a bit of a black box what is actually happening,28,Male,Python,,Yes,No,Little experience,No,Yes,Yes,Yes,Yes,No,,No,No,Somewhat difficult,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,2,en,241951371,Yes,Yes,,N/A,,,,,N/A,,,,,N/A,,,,,,N/A,,,,,N/A,,,,,N/A,,,,,,,,,,,,,,,,,,N/A,,,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,,3,en,511071445,Yes,Yes,apple,Yes,Easy,Yes,,Yes,Yes,Neither easy nor difficult,Yes,,Yes,No,,,,,,N/A,,,,,N/A,,,,,N/A,,,,,,,,,,,,,,,,,,N/A,,,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,2022-09-26 14:27:16,6,en,1750703097,Yes,Yes,apple,Yes,Easy,Yes,,Yes,Yes,Neither easy nor difficult,Yes,,Yes,No,,,,,pear,Yes,Very difficult,Yes,,A little,No,,,,,No,,,,,Yes,No,Similar to what I am used to,Very different from what I am used to,Absolutely intuitive,Absolutely non-intuitive,Very easy,Very difficult,I suppose having the breakpoints directly in the source files makes it easier to have the same breakpoints on multiple machines,"- Recompiling after every change in breakpoints is very cumbersome
- Being ""CLI only"" makes it hard to make intuitive sense of what is happening
-  I wasn't able to define multiple breakpoints","- Easy to use and understand
- Changing breakpoint locations on the go is helpful
- Stepping through code is very useful 
- Having all the values of variables in the context in one overview is nice",Compared to system B I cannot think of any,27,Male,C/C++,,Yes,Yes,A lot of experience,Yes,Yes,Yes,Yes,Yes,Yes,,No,No,Somewhat difficult,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,,3,en,647297054,Yes,Yes,apple,No,,,,,No,,,,,No,,,,,,N/A,,,,,N/A,,,,,N/A,,,,,,,,,,,,,,,,,,N/A,,,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,,2,en,694785966,Yes,Yes,,N/A,,,,,N/A,,,,,N/A,,,,,,N/A,,,,,N/A,,,,,N/A,,,,,,,,,,,,,,,,,,N/A,,,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,2022-09-27 12:29:22,6,en,37717934,Yes,Yes,apple,Yes,Easy,Yes,,A little,No,,,,,No,,,,,pear,Yes,Somewhat difficult,Yes,,A little,No,,,,,No,,,,,Yes,No,Similar to what I am used to,Neither different nor similar,Non-intuitive,Non-intuitive,Neither easy nor difficult,Very difficult,You can work faster because it's keyboard driven.,You have to manually plug the usb in and out. You have to reflash after adding a breakpoint. The debugger has a steep learning curve.,The debugger is more user friendly. Connects with the vscode editor nicely. ,Where to reflash memory wasn't clear at the start. Has a slightly less steep learning curve but still not easy at first glance (if you don't know about vs code debugging).,26,Male,Python,,Yes,No,No experience,No,No,N/A,N/A,N/A,N/A,,No,No,Somewhat difficult,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
